JobTitle_TechTopic,id,interviewQuestionCount,interviewReviewCount,name,averageOverallDifficulty,overallDifficultyCount,overallExperienceCount,overallPosExperiencePercent,overallPosExperienceCount,overallNeutExperiencePercent,overallNeutExperienceCount,overallNegExperiencePercent,overallNegExperienceCount
Site Head of Quality,1918,1,1,Stryker,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Site Head of Quality,2079,1,1,Merit Medical Systems,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
General Ledger Accountant,100561,5,1,Indeed,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Global Product Manager,138296,1,1,Teleflex,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Global Product Manager,525,1,1,Pfizer,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Director,9079,111,97,Google,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Director,6036,50,41,Amazon,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Director,415350,36,32,Dropbox,3.5,8,7,28.57143,2,0,0,71.42857,5
Director,1911,23,22,State Street,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Director,229651,26,21,Gerson Lehrman Group,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Director,11159,28,15,Salesforce,3.2,5,5,100,5,0,0,0,0
Director,10166,16,14,Hays,3,5,5,100,5,0,0,0,0
Director,197851,13,11,Workday,2.6666667,3,4,50,2,0,0,50,2
Director,4138,9,9,Accenture,3,4,4,25,1,50,2,25,1
Director,34865,10,9,LinkedIn,3.25,4,4,75,3,0,0,25,1
Fill Finish Supervisor,640364,6,2,Smartbox Worldwide,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Fill Finish Supervisor,2867,2,2,KPMG,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Fill Finish Supervisor,132130,1,1,Marketo,3.5,8,7,28.57143,2,0,0,71.42857,5
Fill Finish Supervisor,947112,1,1,Cable Music,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Fill Finish Supervisor,426672,1,1,Criteo,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Fill Finish Supervisor,220464,2,1,Coillte,3.2,5,5,100,5,0,0,0,0
Fill Finish Supervisor,34865,1,1,LinkedIn,3,5,5,100,5,0,0,0,0
Fill Finish Supervisor,138296,1,1,Teleflex,2.6666667,3,4,50,2,0,0,50,2
Fill Finish Supervisor,9079,1,1,Google,3,4,4,25,1,50,2,25,1
Fill Finish Supervisor,751348,1,1,CarGurus,3.25,4,4,75,3,0,0,25,1
Manager,49,1,1,Analog Devices,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Manufacturing Associate,9079,72,61,Google,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Manufacturing Associate,40772,66,53,Facebook,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Manufacturing Associate,34865,29,28,LinkedIn,3.5,8,7,28.57143,2,0,0,71.42857,5
Manufacturing Associate,1651,33,28,Microsoft,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Manufacturing Associate,6036,24,23,Amazon,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Manufacturing Associate,227605,20,18,HubSpot,3.2,5,5,100,5,0,0,0,0
Manufacturing Associate,1327,17,18,Dell,3,5,5,100,5,0,0,0,0
Manufacturing Associate,7428,17,17,Lidl,2.6666667,3,4,50,2,0,0,50,2
Manufacturing Associate,4138,16,14,Accenture,3,4,4,25,1,50,2,25,1
Manufacturing Associate,7337,10,13,ALDI,3.25,4,4,75,3,0,0,25,1
Process Equipment Engineer,40772,24,18,Facebook,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Process Equipment Engineer,8347,4,2,IQVIA,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Process Equipment Engineer,1651,1,1,Microsoft,3.5,8,7,28.57143,2,0,0,71.42857,5
Process Equipment Engineer,9079,1,1,Google,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Process Equipment Engineer,567443,3,1,Asana,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Process Equipment Engineer,8843,1,1,Citi,3.2,5,5,100,5,0,0,0,0
Process Equipment Engineer,10479,1,1,Bank of Ireland,3,5,5,100,5,0,0,0,0
Process Equipment Engineer,222862,1,1,Quantcast,2.6666667,3,4,50,2,0,0,50,2
Process Equipment Engineer,1022689,1,1,Asavie Technologies,3,4,4,25,1,50,2,25,1
QA Operations Specialist,39240,20,10,Pfizer Ireland,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
QA Operations Specialist,525,12,5,Pfizer,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
QA Operations Specialist,2322,1,1,Sanmina,3.5,8,7,28.57143,2,0,0,71.42857,5
QA Operations Specialist,1130,1,1,Amgen,3.3333333,6,6,50,3,16.666668,1,33.333336,2
QA Operations Specialist,2187,1,1,Boston Scientific,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
QA Operations Specialist,6092,1,1,Alexion Pharmaceuticals,3.2,5,5,100,5,0,0,0,0
QA Operations Specialist,550581,1,1,MSD,3,5,5,100,5,0,0,0,0
Sterility Assurance Lead,6036,1,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Sterility Assurance Lead,391850,1,1,Airbnb,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Sterility Assurance Lead,429337,1,1,ESBI,3.5,8,7,28.57143,2,0,0,71.42857,5
Sterility Assurance Lead,38624,1,1,Jazz Pharmaceuticals,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Associate Director,12830,10,10,VMware,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Associate Director,5432,7,6,Citrix,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Associate Director,461657,5,5,New Relic,3.5,8,7,28.57143,2,0,0,71.42857,5
Associate Director,364364,4,4,Pure Storage,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Associate Director,1931,2,3,Symantec,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Associate Director,38125,2,2,Tableau Software,3.2,5,5,100,5,0,0,0,0
Associate Director,1093041,1,1,Veritas,3,5,5,100,5,0,0,0,0
Associate Director,433703,1,1,MongoDB,2.6666667,3,4,50,2,0,0,50,2
Associate Director,354,1,1,IBM,3,4,4,25,1,50,2,25,1
Associate Director,38243,1,1,Webroot,3.25,4,4,75,3,0,0,25,1
Scientist,2867,2,2,KPMG,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Alkimii Customer Success Specialist,35766,7,7,First Derivatives,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Alkimii Customer Success Specialist,5695,8,4,Pharmaceutical Product Development,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Alkimii Customer Success Specialist,1044010,4,3,KBC Bank,3.5,8,7,28.57143,2,0,0,71.42857,5
Alkimii Customer Success Specialist,1100914,2,2,Web Summit,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Alkimii Customer Success Specialist,1101094,2,2,Kitman Labs,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Alkimii Customer Success Specialist,407553,3,2,Randox Laboratories,3.2,5,5,100,5,0,0,0,0
Alkimii Customer Success Specialist,1864,3,2,Seagate Technology,3,5,5,100,5,0,0,0,0
Alkimii Customer Success Specialist,2063,2,2,Xilinx,2.6666667,3,4,50,2,0,0,50,2
Alkimii Customer Success Specialist,197851,3,2,Workday,3,4,4,25,1,50,2,25,1
Alkimii Customer Success Specialist,1438731,1,2,Careem,3.25,4,4,75,3,0,0,25,1
Trainee Recruitment Consultant,393639,5,2,permanent tsb,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Trainee Recruitment Consultant,2786,2,2,Fidelity Investments,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Trainee Recruitment Consultant,10478,3,2,Allied Irish Banks,3.5,8,7,28.57143,2,0,0,71.42857,5
Trainee Recruitment Consultant,9848,2,2,PayPal,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Trainee Recruitment Consultant,100546,1,1,Paddy Power Betfair,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Trainee Recruitment Consultant,10883,1,1,Capita,3.2,5,5,100,5,0,0,0,0
Trainee Recruitment Consultant,40772,1,1,Facebook,3,5,5,100,5,0,0,0,0
Trainee Recruitment Consultant,1105237,1,1,BetBright,2.6666667,3,4,50,2,0,0,50,2
Trainee Recruitment Consultant,1093046,1,1,Hewlett Packard Enterprise | HPE,3,4,4,25,1,50,2,25,1
Trainee Recruitment Consultant,8843,1,1,Citi,3.25,4,4,75,3,0,0,25,1
Content Analyst,35349,1,1,Harvey Nash Group,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Bodily Injury Claims Handler Band C,39834,8,4,Arvato,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Bodily Injury Claims Handler Band C,4138,2,2,Accenture,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Bodily Injury Claims Handler Band C,12579,1,1,CPL Resources,3.5,8,7,28.57143,2,0,0,71.42857,5
Bodily Injury Claims Handler Band C,1453710,1,1,Realizeit,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Bodily Injury Claims Handler Band C,100303,1,1,Thomson Reuters,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
IT Security Specialist,6036,1,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Human Resources Business Partner,38867,3,3,Allianz Care,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Human Resources Business Partner,3062,1,1,Allianz,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Human Resources Business Partner,9848,0,1,PayPal,3.5,8,7,28.57143,2,0,0,71.42857,5
Reporting Analyst,1138,1,1,Apple,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Reporting Analyst,132130,1,1,Marketo,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Reporting Analyst,415350,1,1,Dropbox,3.5,8,7,28.57143,2,0,0,71.42857,5
Reporting Analyst,122537,1,1,Guidewire,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Reporting Analyst,597988,1,1,Voxpro Communications,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Reporting Analyst,360923,1,1,Zendesk,3.2,5,5,100,5,0,0,0,0
Reporting Business Specialist,40772,1,1,Facebook,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Medical Administrator,43314,1,1,Yelp,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Medical Administrator,875037,1,1,TDR Connect,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Medical Administrator,760202,3,1,O'Callaghan Hotels,3.5,8,7,28.57143,2,0,0,71.42857,5
Medical Administrator,3461,2,1,FUJIFILM,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Medical Administrator,10358,1,1,Thales,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Medical Administrator,414385,1,1,Oxford Brookes University,3.2,5,5,100,5,0,0,0,0
Medical Administrator,924600,1,1,BWG Foods,3,5,5,100,5,0,0,0,0
Medical Administrator,39834,1,1,Arvato,2.6666667,3,4,50,2,0,0,50,2
Medical Administrator,297296,1,1,International Living,3,4,4,25,1,50,2,25,1
Senior Business Analyst,364,2,2,Johnson & Johnson,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior Business Analyst,275,1,1,Houghton Mifflin Harcourt,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Senior Business Analyst,712000,1,1,Arantico,3.5,8,7,28.57143,2,0,0,71.42857,5
Senior Business Analyst,304435,1,1,SoftwareONE,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Senior Business Analyst,197851,2,1,Workday,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Senior Business Analyst,1278813,1,1,eShopWorld,3.2,5,5,100,5,0,0,0,0
Solutions Designer,668827,1,1,EirGrid,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Solutions Designer,1595452,1,1,Elm Solutions,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Solutions Designer,4138,1,1,Accenture,3.5,8,7,28.57143,2,0,0,71.42857,5
Solutions Designer,553909,0,1,HCL Technologies,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Solutions Designer,1150,1,1,Sage,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Solutions Designer,717269,1,1,Alliance Worldwide,3.2,5,5,100,5,0,0,0,0
Assistant Manager,6036,15,14,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Assistant Manager,335,6,7,Starwood Hotels & Resorts,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Assistant Manager,229651,8,4,Gerson Lehrman Group,3.5,8,7,28.57143,2,0,0,71.42857,5
Assistant Manager,243532,3,3,Ancestry,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Assistant Manager,4138,2,2,Accenture,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Assistant Manager,9079,2,2,Google,3.2,5,5,100,5,0,0,0,0
Assistant Manager,1911,2,2,State Street,3,5,5,100,5,0,0,0,0
Assistant Manager,393639,1,1,permanent tsb,2.6666667,3,4,50,2,0,0,50,2
Assistant Manager,100134,1,1,Grant Thornton,3,4,4,25,1,50,2,25,1
Assistant Manager,488033,1,1,Abtran,3.25,4,4,75,3,0,0,25,1
Business & IT Continuity Assistant Manager,10478,3,3,Allied Irish Banks,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Business & IT Continuity Assistant Manager,7337,1,2,ALDI,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Business & IT Continuity Assistant Manager,7547,2,2,Harvey Norman Holdings,3.5,8,7,28.57143,2,0,0,71.42857,5
Business & IT Continuity Assistant Manager,12801,2,2,Dunnes Stores,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Business & IT Continuity Assistant Manager,36174,2,2,Holland & Barrett Retail,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Business & IT Continuity Assistant Manager,28515,1,1,Fat Face,3.2,5,5,100,5,0,0,0,0
Business & IT Continuity Assistant Manager,720944,1,1,Barry & Fitzwilliam,3,5,5,100,5,0,0,0,0
Business & IT Continuity Assistant Manager,35686,2,1,Maplin Electronics,2.6666667,3,4,50,2,0,0,50,2
Business & IT Continuity Assistant Manager,625575,4,1,Superdry,3,4,4,25,1,50,2,25,1
Business & IT Continuity Assistant Manager,34865,1,1,LinkedIn,3.25,4,4,75,3,0,0,25,1
Case Manager,9848,2,2,PayPal,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Case Manager,100569,1,1,Twitter,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Case Manager,588100,0,1,Grant Thornton Ireland,3.5,8,7,28.57143,2,0,0,71.42857,5
Change Risk Assistant Manager,8843,1,1,Citi,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Customer Advisor,4138,3,3,Accenture,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Customer Advisor,156584,2,2,Guggenheim Partners,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Customer Advisor,1090,1,1,Adobe,3.5,8,7,28.57143,2,0,0,71.42857,5
Customer Advisor,348087,1,1,EBS,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Customer Advisor,6926,1,1,Broadcom,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Customer Credit Advisor APA,466343,14,11,Squarespace,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Customer Credit Advisor APA,488033,15,11,Abtran,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Customer Credit Advisor APA,12847,21,9,Argos,3.5,8,7,28.57143,2,0,0,71.42857,5
Customer Credit Advisor APA,3903,7,7,Sky,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Customer Credit Advisor APA,1138,8,5,Apple,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Customer Credit Advisor APA,10478,6,3,Allied Irish Banks,3.2,5,5,100,5,0,0,0,0
Customer Credit Advisor APA,393639,2,2,permanent tsb,3,5,5,100,5,0,0,0,0
Customer Credit Advisor APA,8994,2,2,SSE,2.6666667,3,4,50,2,0,0,50,2
Customer Credit Advisor APA,3780,3,2,Ladbrokes Coral Group,3,4,4,25,1,50,2,25,1
Customer Credit Advisor APA,22761,4,2,Three,3.25,4,4,75,3,0,0,25,1
Governance Secretariat,11972,6,6,Glanbia plc,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Governance Secretariat,10487,4,4,Kerry,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Governance Secretariat,339862,1,1,Version 1,3.5,8,7,28.57143,2,0,0,71.42857,5
Governance Secretariat,10883,1,1,Capita,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Governance Secretariat,826281,1,1,Ava Trade,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Governance Secretariat,4138,1,1,Accenture,3.2,5,5,100,5,0,0,0,0
Governance Secretariat,913122,1,1,Egis Group,3,5,5,100,5,0,0,0,0
Governance Secretariat,525,1,1,Pfizer,2.6666667,3,4,50,2,0,0,50,2
Proposition Design Manager,227605,3,3,HubSpot,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Proposition Design Manager,197851,5,3,Workday,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Proposition Design Manager,1035935,8,2,Intercom,3.5,8,7,28.57143,2,0,0,71.42857,5
Proposition Design Manager,1101094,2,2,Kitman Labs,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Proposition Design Manager,9079,3,2,Google,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Proposition Design Manager,100546,1,1,Paddy Power Betfair,3.2,5,5,100,5,0,0,0,0
Proposition Design Manager,640364,1,1,Smartbox Worldwide,3,5,5,100,5,0,0,0,0
Proposition Design Manager,411841,1,1,Ammeon,2.6666667,3,4,50,2,0,0,50,2
Proposition Design Manager,141862,2,1,Pivotal Labs,3,4,4,25,1,50,2,25,1
Proposition Design Manager,22761,1,1,Three,3.25,4,4,75,3,0,0,25,1
Senior Programme Manager,6036,3,3,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Senior Programme Manager,681,2,2,Tyco,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Senior Programme Manager,1327,2,2,Dell,3.5,8,7,28.57143,2,0,0,71.42857,5
Senior Programme Manager,34865,2,2,LinkedIn,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Senior Programme Manager,1651,2,2,Microsoft,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Senior Programme Manager,1093041,0,1,Veritas,3.2,5,5,100,5,0,0,0,0
Senior Programme Manager,2786,1,1,Fidelity Investments,3,5,5,100,5,0,0,0,0
Senior Programme Manager,8994,1,1,SSE,2.6666667,3,4,50,2,0,0,50,2
Senior Programme Manager,10471,1,1,SAP,3,4,4,25,1,50,2,25,1
Senior Programme Manager,122537,1,1,Guidewire,3.25,4,4,75,3,0,0,25,1
Testing & Assurance Governance Reporting & Control,1327,6,6,Dell,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Testing & Assurance Governance Reporting & Control,756171,3,3,CPL Integrated Services,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Testing & Assurance Governance Reporting & Control,12579,5,3,CPL Resources,3.5,8,7,28.57143,2,0,0,71.42857,5
Testing & Assurance Governance Reporting & Control,4138,3,3,Accenture,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Testing & Assurance Governance Reporting & Control,767148,1,1,Kerridge Commercial Systems,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Testing & Assurance Governance Reporting & Control,43314,1,1,Yelp,3.2,5,5,100,5,0,0,0,0
Testing & Assurance Governance Reporting & Control,454,1,1,Mylan Inc,3,5,5,100,5,0,0,0,0
Testing & Assurance Governance Reporting & Control,438802,1,1,Contract Pharmaceuticals,2.6666667,3,4,50,2,0,0,50,2
Testing & Assurance Governance Reporting & Control,9848,1,1,PayPal,3,4,4,25,1,50,2,25,1
Testing & Assurance Governance Reporting & Control,1737,1,1,Oracle,3.25,4,4,75,3,0,0,25,1
Head of Risk Analytics,720944,1,1,Barry & Fitzwilliam,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Head of Risk Analytics,3470,1,1,L'OrÃ©al,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Head of Risk Analytics,10478,1,1,Allied Irish Banks,3.5,8,7,28.57143,2,0,0,71.42857,5
Head of Risk Analytics,544,1,1,Procter & Gamble,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Junior Data Risk Analyst,926465,1,1,StoryToys,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Head of Retail Arrears Credit and Collections,38867,13,14,Allianz Care,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Head of Retail Arrears Credit and Collections,1044223,2,2,Wexford County Council,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Head of Retail Arrears Credit and Collections,3062,2,2,Allianz,3.5,8,7,28.57143,2,0,0,71.42857,5
Head of Retail Arrears Credit and Collections,7428,2,2,Lidl,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Head of Retail Arrears Credit and Collections,816419,2,2,Irish Civil Service,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Head of Retail Arrears Credit and Collections,229579,2,2,Health Service Executive,3.2,5,5,100,5,0,0,0,0
Head of Retail Arrears Credit and Collections,977750,2,2,Health Products Regulatory Authority,3,5,5,100,5,0,0,0,0
Head of Retail Arrears Credit and Collections,376154,2,2,daa,2.6666667,3,4,50,2,0,0,50,2
Head of Retail Arrears Credit and Collections,451419,2,2,Central Bank of Ireland,3,4,4,25,1,50,2,25,1
Head of Retail Arrears Credit and Collections,354,1,1,IBM,3.25,4,4,75,3,0,0,25,1
HGV and Artic Drivers,439356,2,2,AllSaints Retail,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
HGV and Artic Drivers,1400836,1,1,siopaella,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Cloud Architect,12801,4,4,Dunnes Stores,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Cloud Architect,5775,3,3,Vodafone,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Cloud Architect,8344,7,3,ICON,3.5,8,7,28.57143,2,0,0,71.42857,5
Cloud Architect,429337,3,3,ESBI,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Cloud Architect,4071,8,2,Hertz,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Cloud Architect,6036,2,2,Amazon,3.2,5,5,100,5,0,0,0,0
Cloud Architect,544,2,2,Procter & Gamble,3,5,5,100,5,0,0,0,0
Cloud Architect,1327,2,2,Dell,2.6666667,3,4,50,2,0,0,50,2
Cloud Architect,3511,2,2,TelefÃ³nica,3,4,4,25,1,50,2,25,1
Cloud Architect,360923,2,2,Zendesk,3.25,4,4,75,3,0,0,25,1
Network Technician,14570,2,1,Covidien,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Network Technician,732,1,1,Whirlpool Corporation,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Operations Manager,6036,1,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Operations Manager,5432,1,1,Citrix,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Operations Manager,22761,1,1,Three,3.5,8,7,28.57143,2,0,0,71.42857,5
Solutions Architect,6036,4,4,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Solutions Architect,40772,2,2,Facebook,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Solutions Architect,9079,6,2,Google,3.5,8,7,28.57143,2,0,0,71.42857,5
Solutions Architect,12579,1,1,CPL Resources,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Solutions Architect,7428,1,1,Lidl,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Solutions Architect,11972,1,1,Glanbia plc,3.2,5,5,100,5,0,0,0,0
Solutions Architect,30216,1,1,PRO Unlimited,3,5,5,100,5,0,0,0,0
Solutions Architect,488033,1,1,Abtran,2.6666667,3,4,50,2,0,0,50,2
Solutions Architect,4138,1,1,Accenture,3,4,4,25,1,50,2,25,1
Solutions Architect,1931,1,1,Symantec,3.25,4,4,75,3,0,0,25,1
Big Data Cloud Associate,3472,3,3,Ericsson-Worldwide,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Big Data Cloud Associate,451419,1,2,Central Bank of Ireland,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Big Data Cloud Associate,8466,1,1,eircom,3.5,8,7,28.57143,2,0,0,71.42857,5
Big Data Cloud Associate,66,1,1,Avnet,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Big Data Cloud Associate,940253,1,1,Brite:Bill,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Big Data Cloud Associate,415350,5,1,Dropbox,3.2,5,5,100,5,0,0,0,0
Big Data Cloud Associate,8344,1,1,ICON,3,5,5,100,5,0,0,0,0
Big Data Cloud Associate,681,0,1,Tyco,2.6666667,3,4,50,2,0,0,50,2
Big Data Cloud Associate,4138,1,1,Accenture,3,4,4,25,1,50,2,25,1
Big Data Cloud Associate,1891089,1,1,Aptiv,3.25,4,4,75,3,0,0,25,1
Big Data Cloud Engineer,17494,1,1,Tenable,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Big Data Cloud Engineer,232,1,1,Equifax,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Cloud Support Engineer AWS coming to South America to hire,6036,1,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Controls Deployment Manager,6036,1,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Customer Service Business Analyst,719041,1,1,Zenith Technologies,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Data Center Field Engineer,6036,1,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Data Center Field Engineer,9079,1,1,Google,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Data Center Project Engineer,6036,1,1,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Data Engineer,6036,10,2,Amazon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Data Engineer,9079,1,1,Google,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Databases Cloud support Associate,301291,2,2,Groupon,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
Databases Cloud support Associate,6036,3,2,Amazon,3.3939395,33,33,72.72727,24,9.090909,3,18.181818,6
Databases Cloud support Associate,1105237,1,1,BetBright,3.5,8,7,28.57143,2,0,0,71.42857,5
Databases Cloud support Associate,673711,1,1,Pramerica,3.3333333,6,6,50,3,16.666668,1,33.333336,2
Databases Cloud support Associate,872619,2,1,Outfittery,2.3333333,6,6,66.66667,4,16.666668,1,16.666668,1
Databases Cloud support Associate,232,1,1,Equifax,3.2,5,5,100,5,0,0,0,0
Databases Cloud support Associate,4138,1,1,Accenture,3,5,5,100,5,0,0,0,0
Databases Cloud support Associate,1794220,1,1,Mobacar,2.6666667,3,4,50,2,0,0,50,2
Databases Cloud support Associate,10484,1,1,Independent News,3,4,4,25,1,50,2,25,1
Databases Cloud support Associate,546462,1,1,Smaato,3.25,4,4,75,3,0,0,25,1
Inside Plant Design Engineer,12801,4,4,Dunnes Stores,3.3513513,37,35,82.85715,29,5.714286,2,11.428572,4
